word,pos,level,url,uk_audio,us_audio,definition,origin
fail to do sth,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/fail_1#fail_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fai/fail_/fail__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fai/fail_/fail__us_1.mp3,to not be successful in achieving something,"Middle English: from Old Frenchfaillir(verb),faille(noun), based on Latinfallere‘deceive’."
far too,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/far_1#far_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/far__/far__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/far/far__/far__us_1.mp3,a long distance away,"Old Englishfeorr, of Germanic origin; related to Dutchver, from an Indo-European root shared by Sanskritparaand Greekpera‘further’."
family member,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/member#member_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mem/membe/member__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mem/membe/member__us_1.mp3,"a person, an animal or a plant that belongs to a particular group",Middle English: via Old French from Latinmembrum‘limb’.
find out,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/find-out#findout2_e,N/A,N/A,"to get some information about something/somebody by asking, reading, etc.",N/A
feel good,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/feel_1#feel_sng_13,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feel_/feel__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feel_/feel__us_1.mp3,to experience a particular feeling or emotion,"Old Englishfēlan, of West Germanic origin; related to Dutchvoelenand Germanfühlen."
experience in sth,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/experience_1#experience_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exper/experience__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/exp/exper/experience__us_1.mp3,the knowledge and skill that you have gained through doing something for a period of time; the process of gaining this,"late Middle English: via Old French from Latinexperientia, fromexperiri‘try’. Compare withexperimentandexpert."
find it difficult to do sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/difficult#difficult_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dif/diffi/difficult__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dif/diffi/difficult__us_2_rr.mp3,not easy; needing effort or skill to do or to understand,late Middle English: back-formation fromdifficulty.
focus on sb/sth,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/focus_1#focus_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/foc/focus/focus__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/foc/focus/focus__us_1.mp3,"to give attention, effort, etc. to one particular subject, situation or person rather than another","mid 17th cent. (as a term in geometry and physics): from Latin, literally ‘domestic hearth’."
first of all,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/first_2#first_sng_13,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fir/first/first__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fir/first/first__us_1.mp3,before anyone or anything else; at the beginning,"Old Englishfyr(e)st; of Germanic origin, related to Old Norsefyrstrand GermanFürst‘prince’, from an Indo-European root shared by Sanskritprathama, Latinprimus, and Greekprōtos."
feel like sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/feel_1#feel_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feel_/feel__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feel_/feel__us_1.mp3,to experience a particular feeling or emotion,"Old Englishfēlan, of West Germanic origin; related to Dutchvoelenand Germanfühlen."
for instance,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/instance_1#instance_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/insta/instance__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/ins/insta/instance__us_2.mp3,a particular example or case of something,late 16th cent. (in its current sense): from medieval Latininstantia‘example to the contrary’ (translating Greekenstasis‘objection’); hence the meaning “single occurrence”.
far away,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/far_1#far_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/far__/far__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/far/far__/far__us_1.mp3,a long distance away,"Old Englishfeorr, of Germanic origin; related to Dutchver, from an Indo-European root shared by Sanskritparaand Greekpera‘further’."
for long,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/long_2#long_sng_35,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lon/long_/long__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lon/long_/long__us_8.mp3,for a long time,"adverbOld Englishlang,long(adjective),lange,longe(adverb), of Germanic origin; related to Dutch and Germanlang."
for a moment,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/moment#moment_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mom/momen/moment__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mom/momen/moment__us_1.mp3,a very short period of time,"late Middle English: from Latinmomentum, frommovimentum, frommovere‘to move’."
find yourself doing sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/find_1#find_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fin/find_/find__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fin/find_/find__us_1.mp3,to discover somebody/something unexpectedly or by chance,"Old Englishfindan, of Germanic origin; related to Dutchvindenand Germanfinden."
follow sth up,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/follow-up_1#follow_sng_37,N/A,N/A,to add to something that you have just done by doing something else,N/A
draw attention to sb/sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/draw_1#draw_sng_52,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/d/dra/draw_/draw__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/d/dra/draw_/draw__us_1.mp3,"to make pictures, or a picture of something, with a pencil, pen orchalk(but not paint)","Old Englishdragan, of Germanic origin; related to Dutchdragenand Germantragen, also todraught."
followed by sb/sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/follow#follow_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fol/follo/follow__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fol/follo/follow__us_1.mp3,to come or go after or behind somebody/something,"Old Englishfolgian, of Germanic origin; related to Dutchvolgenand Germanfolgen."
for a while,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/while_2#while_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/w/whi/while/while__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/w/whi/while/while__us_1.mp3,a period of time,"Old Englishhwīl‘period of time’, of Germanic origin; related to Dutchwijl, GermanWeile; the conjunction is an abbreviation of Old Englishthā hwīle the‘the while that’."
fill sth in,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/fill-in_1#fill_sng_28,N/A,N/A,to do somebody’s job for a short time while they are not there,N/A
for example,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/example#example_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exa/examp/example__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/exa/examp/example__us_5.mp3,"something such as an object, a fact or a situation that shows, explains or supports what you say","late Middle English: from Old French, from Latinexemplum, fromeximere‘take out’, fromex-‘out’ +emere‘take’. Compare withsample."
for lunch,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/lunch_1#lunch_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lun/lunch/lunch__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lun/lunch/lunch__us_1.mp3,a meal eaten in the middle of the day,early 19th cent.: abbreviation ofluncheon.
get away with sth,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/get-away-with#getawaywith2_e,N/A,N/A,to steal something and escape with it,N/A
for the benefit of sb,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/benefit_1#benefit_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/ben/benef/benefit__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/ben/benef/benefit__us_1.mp3,an advantage that something gives you; a helpful and useful effect that something has,"late Middle English (originally denoting a kind deed or something well done): from Old Frenchbienfet, from Latinbenefactum‘good deed’, frombene facere‘do good (to)’."
get back,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/get-back#getback2_e,N/A,N/A,"to return, especially to your home",N/A
for a long time,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/long_1#long_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lon/long_/long__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lon/long_/long__us_8.mp3,"measuring or covering a great length or distance, or a greater length or distance than usual","adjectiveOld Englishlang,long(adjective),lange,longe(adverb), of Germanic origin; related to Dutch and Germanlang."
far from sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/far_1#far_sng_17,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/far__/far__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/far/far__/far__us_1.mp3,a long distance away,"Old Englishfeorr, of Germanic origin; related to Dutchver, from an Indo-European root shared by Sanskritparaand Greekpera‘further’."
far more,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/far_1#far_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/far__/far__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/far/far__/far__us_1.mp3,a long distance away,"Old Englishfeorr, of Germanic origin; related to Dutchver, from an Indo-European root shared by Sanskritparaand Greekpera‘further’."
for the first time,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/first_1#first_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fir/first/first__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fir/first/first__us_1.mp3,happening or coming before all other similar things or people; 1st,"Old Englishfyr(e)st; of Germanic origin, related to Old Norsefyrstrand GermanFürst‘prince’, from an Indo-European root shared by Sanskritprathama, Latinprimus, and Greekprōtos."
for the sake of sb/sth,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/sake1#sake1_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sak/sake_/sake__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sak/sake_/sake__us_1.mp3,used to emphasize that it is important to do something or when you are annoyed about something,"Old Englishsacu‘contention, crime’, of Germanic origin; related to Dutchzaakand GermanSache, from a base meaning ‘affair, legal action, thing’. The phrasefor the sake ofmay be from Old Norse."
for this reason,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/reason_1#reason_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rea/reaso/reason__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rea/reaso/reason__us_4.mp3,a cause or an explanation for something that has happened or that somebody has done,"Middle English: from Old Frenchreisun(noun),raisoner(verb), from a variant of Latinratio(n-), from the verbreri‘consider’."
for the rest of sth,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/rest_1#rest_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/rest_/rest__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/res/rest_/rest__us_1.mp3,the part of something that remains,"nounsenses 3 to 5 Old Englishræst,rest(noun),ræstan,restan(verb), of Germanic origin, from a root meaning ‘league’ or ‘mile’ (referring to a distance after which one rests).nounsenses 1 to 2 late Middle English: from Old Frenchreste(noun),rester(verb), from Latinrestare‘remain’, fromre-‘back’ +stare‘to stand’."
